User ID,Question Number,Timestamp,Group,Method,Chart,Rep Concept ID,Rep Saliency,Pro Concept ID,Pro Saliency
expert_id-1720169233313-etyldhhp8,169,05/07/2024 11.13.06,a,XRAY,scatterplot,0,equal,81,weak bottom
expert_id-1720169328517-ozj5mn39a,118,05/07/2024 11.13.18,a,SIG,barchart,13,weak top,13,weak top
expert_id-1720169233313-etyldhhp8,170,05/07/2024 11.13.25,a,XRAY,scatterplot,0,equal,39,weak top
expert_id-1720169328517-ozj5mn39a,119,05/07/2024 11.13.36,a,SIG,barchart,2,weak bottom,12,weak top
expert_id-1720169328517-ozj5mn39a,120,05/07/2024 11.13.59,a,SIG,barchart,0,equal,55,weak bottom
expert_id-1720169328517-ozj5mn39a,121,05/07/2024 11.14.34,a,SIG,barchart,33,weak top,75,weak bottom
expert_id-1720169328517-ozj5mn39a,122,05/07/2024 11.14.54,a,SIG,barchart,1,strong bottom,0,equal
expert_id-1720169233313-etyldhhp8,171,05/07/2024 11.15.00,a,XRAY,scatterplot,0,equal,67,weak bottom
expert_id-1720169233313-etyldhhp8,172,05/07/2024 11.15.15,a,XRAY,scatterplot,6,weak bottom,13,weak top
expert_id-1720169328517-ozj5mn39a,123,05/07/2024 11.15.23,a,SIG,barchart,1,strong bottom,33,weak top
expert_id-1720169233313-etyldhhp8,173,05/07/2024 11.15.52,a,XRAY,scatterplot,4,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,124,05/07/2024 11.15.56,a,SIG,barchart,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,174,05/07/2024 11.16.04,a,XRAY,scatterplot,2,weak bottom,68,strong top
expert_id-1720169328517-ozj5mn39a,125,05/07/2024 11.16.13,a,SIG,barchart,4,strong top,4,weak top
expert_id-1720169328517-ozj5mn39a,126,05/07/2024 11.16.23,a,XRAY,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,175,05/07/2024 11.16.33,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,127,05/07/2024 11.16.41,a,XRAY,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,128,05/07/2024 11.16.53,a,XRAY,lattice,0,equal,0,equal
non-expert_id-1720174515995-74ie2x7v3,1,05/07/2024 11.16.56,b,VIG,lattice,47,strong bottom,47,strong bottom
expert_id-1720169233313-etyldhhp8,176,05/07/2024 11.17.10,a,XRAY,barchart,82,weak top,82,strong top
expert_id-1720169328517-ozj5mn39a,129,05/07/2024 11.17.16,a,XRAY,lattice,1,weak bottom,5,weak top
expert_id-1720169233313-etyldhhp8,177,05/07/2024 11.17.18,a,XRAY,barchart,5,weak bottom,82,strong top
expert_id-1720169233313-etyldhhp8,178,05/07/2024 11.17.34,a,XRAY,barchart,0,equal,58,strong bottom
expert_id-1720169328517-ozj5mn39a,130,05/07/2024 11.17.45,a,XRAY,lattice,8,weak top,0,equal
expert_id-1720169233313-etyldhhp8,179,05/07/2024 11.18.03,a,XRAY,barchart,4,weak bottom,82,weak top
expert_id-1720169328517-ozj5mn39a,131,05/07/2024 11.18.08,a,XRAY,lattice,6,weak bottom,6,weak bottom
expert_id-1720169328517-ozj5mn39a,132,05/07/2024 11.18.25,a,XRAY,lattice,14,weak bottom,83,weak top
non-expert_id-1720174515995-74ie2x7v3,2,05/07/2024 11.18.27,b,VIG,lattice,0,equal,8,strong bottom
expert_id-1720169233313-etyldhhp8,180,05/07/2024 11.18.38,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,181,05/07/2024 11.18.48,a,XRAY,barchart,5,weak bottom,81,strong top
expert_id-1720169328517-ozj5mn39a,133,05/07/2024 11.18.50,a,XRAY,lattice,1,strong bottom,1,weak bottom
non-expert_id-1720174515995-74ie2x7v3,3,05/07/2024 11.18.54,b,VIG,lattice,5,strong bottom,5,weak bottom
expert_id-1720169328517-ozj5mn39a,134,05/07/2024 11.19.00,a,XRAY,lattice,1,strong bottom,1,weak bottom
expert_id-1720169233313-etyldhhp8,182,05/07/2024 11.19.00,a,XRAY,barchart,81,weak top,58,strong bottom
expert_id-1720169328517-ozj5mn39a,135,05/07/2024 11.19.16,a,XRAY,lattice,2,weak bottom,10,weak top
expert_id-1720169233313-etyldhhp8,183,05/07/2024 11.19.21,a,XRAY,barchart,4,weak bottom,81,weak top
expert_id-1720169233313-etyldhhp8,184,05/07/2024 11.19.35,a,XRAY,barchart,80,weak top,80,weak top
expert_id-1720169328517-ozj5mn39a,136,05/07/2024 11.19.42,a,XRAY,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,185,05/07/2024 11.19.50,a,XRAY,barchart,5,strong bottom,80,weak top
expert_id-1720169233313-etyldhhp8,186,05/07/2024 11.20.06,a,XRAY,barchart,0,equal,58,weak bottom
non-expert_id-1720174515995-74ie2x7v3,4,05/07/2024 11.20.09,b,VIG,lattice,39,strong bottom,35,strong top
expert_id-1720169328517-ozj5mn39a,137,05/07/2024 11.20.12,a,XRAY,lattice,3,strong bottom,0,equal
expert_id-1720169233313-etyldhhp8,187,05/07/2024 11.20.25,a,XRAY,barchart,4,weak bottom,80,strong top
expert_id-1720169328517-ozj5mn39a,138,05/07/2024 11.20.28,a,XRAY,lattice,3,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,139,05/07/2024 11.20.58,a,XRAY,lattice,3,weak bottom,22,weak top
non-expert_id-1720174515995-74ie2x7v3,5,05/07/2024 11.21.05,b,VIG,lattice,0,equal,53,strong bottom
expert_id-1720169328517-ozj5mn39a,140,05/07/2024 11.21.15,a,XRAY,lattice,6,weak bottom,6,weak bottom
non-expert_id-1720174515995-74ie2x7v3,6,05/07/2024 11.21.22,b,VIG,lattice,47,strong bottom,47,strong bottom
expert_id-1720169328517-ozj5mn39a,141,05/07/2024 11.21.38,a,XRAY,lattice,0,equal,19,weak top
non-expert_id-1720174515995-74ie2x7v3,7,05/07/2024 11.21.48,b,VIG,lattice,65,strong bottom,65,strong bottom
expert_id-1720169328517-ozj5mn39a,142,05/07/2024 11.22.10,a,XRAY,lattice,2,strong bottom,72,weak top
expert_id-1720169328517-ozj5mn39a,143,05/07/2024 11.22.46,a,XRAY,lattice,6,weak bottom,0,equal
non-expert_id-1720174515995-74ie2x7v3,8,05/07/2024 11.23.20,b,VIG,lattice,39,strong bottom,79,strong top
expert_id-1720169328517-ozj5mn39a,144,05/07/2024 11.23.25,a,XRAY,lattice,3,strong bottom,3,weak bottom
expert_id-1720169328517-ozj5mn39a,145,05/07/2024 11.23.42,a,XRAY,lattice,0,equal,51,weak top
expert_id-1720169328517-ozj5mn39a,146,05/07/2024 11.24.04,a,XRAY,lattice,6,weak bottom,4,weak top
expert_id-1720169328517-ozj5mn39a,147,05/07/2024 11.24.23,a,XRAY,lattice,3,weak bottom,3,weak bottom
expert_id-1720169328517-ozj5mn39a,148,05/07/2024 11.24.42,a,XRAY,lattice,1,strong bottom,1,weak bottom
expert_id-1720169328517-ozj5mn39a,149,05/07/2024 11.24.59,a,XRAY,lattice,2,weak bottom,2,weak bottom
non-expert_id-1720174515995-74ie2x7v3,9,05/07/2024 11.25.56,b,VIG,lattice,44,strong bottom,40,strong top
expert_id-1720169328517-ozj5mn39a,150,05/07/2024 11.26.19,a,XRAY,lattice,7,weak top,56,weak bottom
expert_id-1720169328517-ozj5mn39a,151,05/07/2024 11.26.54,a,XRAY,scatterplot,18,weak top,18,weak top
expert_id-1720169328517-ozj5mn39a,152,05/07/2024 11.27.38,a,XRAY,scatterplot,27,weak top,27,weak top
non-expert_id-1720174515995-74ie2x7v3,10,05/07/2024 11.27.53,b,VIG,lattice,0,equal,79,strong top
expert_id-1720169328517-ozj5mn39a,153,05/07/2024 11.28.08,a,XRAY,scatterplot,43,weak top,43,weak top
non-expert_id-1720174515995-74ie2x7v3,11,05/07/2024 11.28.13,b,VIG,lattice,0,equal,40,strong top
non-expert_id-1720174515995-74ie2x7v3,12,05/07/2024 11.28.23,b,VIG,lattice,47,strong bottom,40,strong top
non-expert_id-1720174515995-74ie2x7v3,13,05/07/2024 11.28.55,b,VIG,lattice,0,equal,71,strong bottom
expert_id-1720169328517-ozj5mn39a,154,05/07/2024 11.29.11,a,XRAY,scatterplot,16,weak bottom,0,equal
non-expert_id-1720174515995-74ie2x7v3,14,05/07/2024 11.29.12,b,VIG,lattice,77,strong bottom,35,strong top
non-expert_id-1720174515995-74ie2x7v3,15,05/07/2024 11.29.37,b,VIG,lattice,32,strong top,32,strong top
expert_id-1720169328517-ozj5mn39a,155,05/07/2024 11.29.59,a,XRAY,scatterplot,31,weak top,31,weak top
non-expert_id-1720174515995-74ie2x7v3,16,05/07/2024 11.30.03,b,VIG,lattice,40,weak top,40,strong top
non-expert_id-1720174515995-74ie2x7v3,17,05/07/2024 11.30.50,b,VIG,lattice,1,strong top,1,strong top
expert_id-1720169328517-ozj5mn39a,156,05/07/2024 11.31.19,a,XRAY,scatterplot,28,weak top,28,weak top
expert_id-1720169328517-ozj5mn39a,157,05/07/2024 11.31.32,a,XRAY,scatterplot,7,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,158,05/07/2024 11.31.49,a,XRAY,scatterplot,0,equal,62,weak bottom
expert_id-1720169328517-ozj5mn39a,159,05/07/2024 11.32.01,a,XRAY,scatterplot,12,weak top,56,weak bottom
expert_id-1720169328517-ozj5mn39a,160,05/07/2024 11.32.23,a,XRAY,scatterplot,15,weak top,0,equal
non-expert_id-1720174515995-74ie2x7v3,18,05/07/2024 11.33.08,b,VIG,lattice,47,strong bottom,47,strong bottom
expert_id-1720169328517-ozj5mn39a,161,05/07/2024 11.33.10,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,162,05/07/2024 11.33.20,a,XRAY,scatterplot,14,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,163,05/07/2024 11.33.31,a,XRAY,scatterplot,0,equal,0,equal
non-expert_id-1720174515995-74ie2x7v3,19,05/07/2024 11.33.31,b,VIG,lattice,39,strong bottom,39,strong bottom
expert_id-1720169328517-ozj5mn39a,164,05/07/2024 11.33.44,a,XRAY,scatterplot,11,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,165,05/07/2024 11.33.57,a,XRAY,scatterplot,1,strong bottom,1,weak bottom
expert_id-1720169328517-ozj5mn39a,166,05/07/2024 11.34.26,a,XRAY,scatterplot,36,weak top,69,weak bottom
expert_id-1720169328517-ozj5mn39a,167,05/07/2024 11.34.42,a,XRAY,scatterplot,0,equal,78,weak bottom
expert_id-1720169328517-ozj5mn39a,168,05/07/2024 11.34.54,a,XRAY,scatterplot,9,weak bottom,9,weak bottom
non-expert_id-1720174515995-74ie2x7v3,20,05/07/2024 11.35.10,b,VIG,lattice,32,weak top,47,weak bottom
expert_id-1720169328517-ozj5mn39a,169,05/07/2024 11.35.23,a,XRAY,scatterplot,0,equal,81,weak bottom
non-expert_id-1720174515995-74ie2x7v3,21,05/07/2024 11.35.38,b,VIG,lattice,13,strong bottom,40,strong top
expert_id-1720169328517-ozj5mn39a,170,05/07/2024 11.35.48,a,XRAY,scatterplot,30,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,171,05/07/2024 11.36.14,a,XRAY,scatterplot,33,weak top,67,weak bottom
non-expert_id-1720174515995-74ie2x7v3,22,05/07/2024 11.36.16,b,VIG,lattice,8,weak bottom,4,weak top
expert_id-1720169328517-ozj5mn39a,172,05/07/2024 11.36.28,a,XRAY,scatterplot,6,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,173,05/07/2024 11.36.36,a,XRAY,scatterplot,4,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,174,05/07/2024 11.36.47,a,XRAY,scatterplot,2,strong bottom,2,weak bottom
expert_id-1720169328517-ozj5mn39a,175,05/07/2024 11.37.10,a,XRAY,scatterplot,44,weak top,74,weak bottom
non-expert_id-1720174515995-74ie2x7v3,23,05/07/2024 11.37.18,b,VIG,lattice,4,strong top,4,strong top
expert_id-1720169328517-ozj5mn39a,176,05/07/2024 11.37.36,a,XRAY,barchart,59,weak bottom,82,weak top
expert_id-1720169328517-ozj5mn39a,177,05/07/2024 11.37.47,a,XRAY,barchart,5,weak bottom,82,weak top
expert_id-1720169328517-ozj5mn39a,178,05/07/2024 11.37.56,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,179,05/07/2024 11.38.15,a,XRAY,barchart,4,weak bottom,4,weak bottom
non-expert_id-1720174515995-74ie2x7v3,24,05/07/2024 11.38.16,b,VIG,lattice,5,strong bottom,5,strong bottom
expert_id-1720169328517-ozj5mn39a,180,05/07/2024 11.38.33,a,XRAY,barchart,59,weak bottom,59,weak bottom
expert_id-1720169328517-ozj5mn39a,181,05/07/2024 11.38.45,a,XRAY,barchart,5,strong bottom,5,weak bottom
expert_id-1720169328517-ozj5mn39a,182,05/07/2024 11.38.55,a,XRAY,barchart,0,equal,0,equal
non-expert_id-1720174515995-74ie2x7v3,25,05/07/2024 11.39.05,b,VIG,lattice,77,weak bottom,77,weak bottom
expert_id-1720169328517-ozj5mn39a,183,05/07/2024 11.39.14,a,XRAY,barchart,4,weak bottom,4,weak bottom
non-expert_id-1720174515995-74ie2x7v3,26,05/07/2024 11.39.18,b,VIG,scatterplot,30,weak top,30,weak top
expert_id-1720169328517-ozj5mn39a,184,05/07/2024 11.39.34,a,XRAY,barchart,59,weak bottom,59,weak bottom
non-expert_id-1720174515995-74ie2x7v3,27,05/07/2024 11.39.36,b,VIG,scatterplot,38,weak top,38,weak top
expert_id-1720169328517-ozj5mn39a,185,05/07/2024 11.40.01,a,XRAY,barchart,5,weak bottom,5,weak bottom
expert_id-1720169328517-ozj5mn39a,186,05/07/2024 11.40.14,a,XRAY,barchart,0,equal,0,equal
non-expert_id-1720174515995-74ie2x7v3,28,05/07/2024 11.40.24,b,VIG,scatterplot,72,weak bottom,72,weak bottom
expert_id-1720169328517-ozj5mn39a,187,05/07/2024 11.40.48,a,XRAY,barchart,4,weak bottom,4,weak bottom
non-expert_id-1720174515995-74ie2x7v3,29,05/07/2024 11.40.51,b,VIG,scatterplot,24,strong top,24,strong top
non-expert_id-1720174515995-74ie2x7v3,30,05/07/2024 11.41.10,b,VIG,scatterplot,6,weak bottom,44,strong top
non-expert_id-1720174515995-74ie2x7v3,31,05/07/2024 11.41.33,b,VIG,scatterplot,80,strong top,80,weak top
non-expert_id-1720174515995-74ie2x7v3,32,05/07/2024 11.44.09,b,VIG,scatterplot,60,weak bottom,0,equal
non-expert_id-1720174515995-74ie2x7v3,33,05/07/2024 11.44.28,b,VIG,scatterplot,39,weak top,14,strong bottom
non-expert_id-1720174515995-74ie2x7v3,34,05/07/2024 11.44.57,b,VIG,scatterplot,76,weak bottom,44,weak top
non-expert_id-1720174515995-74ie2x7v3,35,05/07/2024 11.46.22,b,VIG,scatterplot,78,strong top,78,weak top
non-expert_id-1720174515995-74ie2x7v3,36,05/07/2024 11.47.47,b,VIG,scatterplot,68,weak bottom,0,equal
non-expert_id-1720174515995-74ie2x7v3,37,05/07/2024 11.48.52,b,VIG,scatterplot,72,weak bottom,72,weak bottom
non-expert_id-1720174515995-74ie2x7v3,38,05/07/2024 11.49.17,b,VIG,scatterplot,21,weak top,16,strong bottom
non-expert_id-1720176469450-tzphdj1hk,1,05/07/2024 11.49.23,a,VIG,lattice,1,weak top,53,strong bottom
non-expert_id-1720174515995-74ie2x7v3,39,05/07/2024 11.49.31,b,VIG,scatterplot,49,weak top,49,weak top
non-expert_id-1720176469450-tzphdj1hk,2,05/07/2024 11.49.50,a,VIG,lattice,35,weak top,44,weak bottom
non-expert_id-1720176469450-tzphdj1hk,3,05/07/2024 11.50.05,a,VIG,lattice,32,weak top,13,strong bottom
non-expert_id-1720174515995-74ie2x7v3,40,05/07/2024 11.50.32,b,VIG,scatterplot,30,weak top,30,weak top
non-expert_id-1720174515995-74ie2x7v3,41,05/07/2024 11.50.59,b,VIG,scatterplot,72,weak bottom,72,weak bottom
non-expert_id-1720176469450-tzphdj1hk,4,05/07/2024 11.51.09,a,VIG,lattice,77,strong bottom,56,weak top
non-expert_id-1720174515995-74ie2x7v3,42,05/07/2024 11.51.13,b,VIG,scatterplot,6,weak bottom,6,weak bottom
non-expert_id-1720176469450-tzphdj1hk,5,05/07/2024 11.51.21,a,VIG,lattice,1,strong top,65,weak bottom
non-expert_id-1720174515995-74ie2x7v3,43,05/07/2024 11.51.28,b,VIG,scatterplot,43,weak top,43,weak top
non-expert_id-1720176469450-tzphdj1hk,6,05/07/2024 11.51.58,a,VIG,lattice,79,strong top,71,weak bottom
non-expert_id-1720176469450-tzphdj1hk,7,05/07/2024 11.52.12,a,VIG,lattice,5,strong bottom,40,weak top
non-expert_id-1720174515995-74ie2x7v3,44,05/07/2024 11.52.12,b,VIG,scatterplot,43,weak top,43,weak top
expert_id-1720176491830-own4df83c,1,05/07/2024 11.52.16,a,VIG,lattice,1,strong top,0,equal
non-expert_id-1720174515995-74ie2x7v3,45,05/07/2024 11.52.24,b,VIG,scatterplot,3,weak top,0,equal
non-expert_id-1720176469450-tzphdj1hk,8,05/07/2024 11.52.28,a,VIG,lattice,4,strong top,62,strong bottom
non-expert_id-1720174515995-74ie2x7v3,46,05/07/2024 11.52.40,b,VIG,scatterplot,21,weak top,14,weak bottom
non-expert_id-1720176469450-tzphdj1hk,9,05/07/2024 11.52.42,a,VIG,lattice,8,strong bottom,7,weak top
non-expert_id-1720176469450-tzphdj1hk,10,05/07/2024 11.52.52,a,VIG,lattice,47,strong bottom,26,weak top
non-expert_id-1720176469450-tzphdj1hk,11,05/07/2024 11.52.59,a,VIG,lattice,39,strong bottom,40,weak top
non-expert_id-1720176469450-tzphdj1hk,12,05/07/2024 11.53.11,a,VIG,lattice,10,weak bottom,35,strong top
non-expert_id-1720176469450-tzphdj1hk,13,05/07/2024 11.53.22,a,VIG,lattice,65,weak bottom,7,strong top
non-expert_id-1720174515995-74ie2x7v3,47,05/07/2024 11.53.27,b,VIG,scatterplot,67,weak top,67,weak top
non-expert_id-1720174515995-74ie2x7v3,48,05/07/2024 11.53.33,b,VIG,scatterplot,78,weak top,78,weak top
non-expert_id-1720176469450-tzphdj1hk,14,05/07/2024 11.53.34,a,VIG,lattice,53,strong bottom,35,weak top
non-expert_id-1720176469450-tzphdj1hk,15,05/07/2024 11.54.17,a,VIG,lattice,35,weak top,47,weak bottom
non-expert_id-1720176469450-tzphdj1hk,16,05/07/2024 11.54.25,a,VIG,lattice,32,weak top,39,weak bottom
non-expert_id-1720174515995-74ie2x7v3,49,05/07/2024 11.54.27,b,VIG,scatterplot,85,weak top,14,weak bottom
non-expert_id-1720176469450-tzphdj1hk,17,05/07/2024 11.54.33,a,VIG,lattice,1,strong top,77,strong bottom
non-expert_id-1720174515995-74ie2x7v3,50,05/07/2024 11.54.38,b,VIG,scatterplot,60,weak bottom,0,equal
non-expert_id-1720174515995-74ie2x7v3,51,05/07/2024 11.54.46,b,SIG,lattice,15,weak top,15,weak top
non-expert_id-1720176469450-tzphdj1hk,18,05/07/2024 11.54.48,a,VIG,lattice,79,weak top,5,weak bottom
non-expert_id-1720174515995-74ie2x7v3,52,05/07/2024 11.54.58,b,SIG,lattice,11,weak top,14,weak bottom
non-expert_id-1720176469450-tzphdj1hk,19,05/07/2024 11.55.05,a,VIG,lattice,10,weak bottom,4,weak top
non-expert_id-1720174515995-74ie2x7v3,53,05/07/2024 11.55.07,b,SIG,lattice,82,weak bottom,82,weak bottom
non-expert_id-1720176469450-tzphdj1hk,20,05/07/2024 11.55.34,a,VIG,lattice,77,weak bottom,79,weak top
non-expert_id-1720176469450-tzphdj1hk,21,05/07/2024 11.55.51,a,VIG,lattice,79,weak top,13,strong bottom
non-expert_id-1720174515995-74ie2x7v3,54,05/07/2024 11.55.59,b,SIG,lattice,35,weak bottom,35,weak bottom
non-expert_id-1720176469450-tzphdj1hk,22,05/07/2024 11.56.02,a,VIG,lattice,39,weak bottom,56,weak top
non-expert_id-1720176469450-tzphdj1hk,23,05/07/2024 11.56.15,a,VIG,lattice,71,strong bottom,56,weak top
non-expert_id-1720174515995-74ie2x7v3,55,05/07/2024 11.56.15,b,SIG,lattice,57,weak bottom,57,weak bottom
expert_id-1720176491830-own4df83c,2,05/07/2024 11.56.18,a,VIG,lattice,44,weak bottom,35,weak top
non-expert_id-1720176469450-tzphdj1hk,24,05/07/2024 11.56.19,a,VIG,lattice,65,strong bottom,56,strong top
non-expert_id-1720174515995-74ie2x7v3,56,05/07/2024 11.56.26,b,SIG,lattice,57,strong bottom,4,weak top
non-expert_id-1720176469450-tzphdj1hk,25,05/07/2024 11.56.36,a,VIG,lattice,8,weak bottom,79,weak top
non-expert_id-1720174515995-74ie2x7v3,57,05/07/2024 11.56.58,b,SIG,lattice,50,weak bottom,20,weak top
non-expert_id-1720176469450-tzphdj1hk,26,05/07/2024 11.57.01,a,VIG,scatterplot,16,weak bottom,36,strong top
non-expert_id-1720176469450-tzphdj1hk,27,05/07/2024 11.57.18,a,VIG,scatterplot,82,strong top,6,weak bottom
non-expert_id-1720174515995-74ie2x7v3,58,05/07/2024 11.57.22,b,SIG,lattice,25,weak bottom,25,weak bottom
expert_id-1720176491830-own4df83c,3,05/07/2024 11.57.34,a,VIG,lattice,13,strong bottom,13,weak bottom
non-expert_id-1720176469450-tzphdj1hk,28,05/07/2024 11.57.40,a,VIG,scatterplot,29,strong top,16,weak bottom
non-expert_id-1720174515995-74ie2x7v3,59,05/07/2024 11.57.44,b,SIG,lattice,49,weak bottom,49,weak bottom
non-expert_id-1720176469450-tzphdj1hk,29,05/07/2024 11.57.56,a,VIG,scatterplot,42,strong top,72,weak bottom
non-expert_id-1720174515995-74ie2x7v3,60,05/07/2024 11.58.03,b,SIG,lattice,82,weak bottom,82,weak bottom
expert_id-1720176491830-own4df83c,4,05/07/2024 11.58.10,a,VIG,lattice,77,strong bottom,56,strong top
non-expert_id-1720174515995-74ie2x7v3,61,05/07/2024 11.58.38,b,SIG,lattice,15,weak top,15,weak top
non-expert_id-1720176469450-tzphdj1hk,30,05/07/2024 11.58.44,a,VIG,scatterplot,21,weak top,60,weak bottom
expert_id-1720176491830-own4df83c,5,05/07/2024 11.58.58,a,VIG,lattice,65,strong bottom,1,strong top
non-expert_id-1720176469450-tzphdj1hk,31,05/07/2024 11.59.02,a,VIG,scatterplot,26,weak top,2,strong bottom
non-expert_id-1720174515995-74ie2x7v3,62,05/07/2024 11.59.03,b,SIG,lattice,43,weak bottom,53,weak top
non-expert_id-1720176469450-tzphdj1hk,32,05/07/2024 11.59.15,a,VIG,scatterplot,68,weak bottom,67,weak top
non-expert_id-1720174515995-74ie2x7v3,63,05/07/2024 11.59.16,b,SIG,lattice,57,weak bottom,0,equal
expert_id-1720176491830-own4df83c,6,05/07/2024 11.59.24,a,VIG,lattice,0,equal,79,weak top
non-expert_id-1720176469450-tzphdj1hk,33,05/07/2024 11.59.25,a,VIG,scatterplot,38,weak top,76,weak bottom
non-expert_id-1720174515995-74ie2x7v3,64,05/07/2024 11.59.31,b,SIG,lattice,57,weak bottom,0,equal
non-expert_id-1720176469450-tzphdj1hk,34,05/07/2024 11.59.35,a,VIG,scatterplot,74,strong top,14,weak bottom
non-expert_id-1720176469450-tzphdj1hk,35,05/07/2024 11.59.54,a,VIG,scatterplot,54,weak bottom,84,weak top
non-expert_id-1720176469450-tzphdj1hk,36,05/07/2024 12.00.03,a,VIG,scatterplot,54,strong bottom,3,weak top
non-expert_id-1720176469450-tzphdj1hk,37,05/07/2024 12.00.21,a,VIG,scatterplot,41,weak top,68,weak bottom
expert_id-1720176491830-own4df83c,7,05/07/2024 12.00.24,a,VIG,lattice,5,weak bottom,40,weak top
non-expert_id-1720176469450-tzphdj1hk,38,05/07/2024 12.00.38,a,VIG,scatterplot,32,weak top,61,weak bottom
non-expert_id-1720176469450-tzphdj1hk,39,05/07/2024 12.00.45,a,VIG,scatterplot,61,strong bottom,85,weak top
non-expert_id-1720176469450-tzphdj1hk,40,05/07/2024 12.01.18,a,VIG,scatterplot,76,weak bottom,39,weak top
expert_id-1720176491830-own4df83c,8,05/07/2024 12.01.25,a,VIG,lattice,0,equal,62,weak bottom
non-expert_id-1720176469450-tzphdj1hk,41,05/07/2024 12.01.25,a,VIG,scatterplot,24,strong top,2,weak bottom
non-expert_id-1720176469450-tzphdj1hk,42,05/07/2024 12.01.42,a,VIG,scatterplot,14,weak bottom,80,weak top
non-expert_id-1720176469450-tzphdj1hk,43,05/07/2024 12.01.47,a,VIG,scatterplot,6,weak bottom,81,weak top
non-expert_id-1720176469450-tzphdj1hk,44,05/07/2024 12.01.54,a,VIG,scatterplot,72,weak bottom,49,weak top
expert_id-1720176491830-own4df83c,9,05/07/2024 12.02.03,a,VIG,lattice,8,weak bottom,7,weak top
non-expert_id-1720176469450-tzphdj1hk,45,05/07/2024 12.02.08,a,VIG,scatterplot,16,strong bottom,78,weak top
non-expert_id-1720176469450-tzphdj1hk,46,05/07/2024 12.02.27,a,VIG,scatterplot,43,strong top,2,weak bottom
non-expert_id-1720176469450-tzphdj1hk,47,05/07/2024 12.02.31,a,VIG,scatterplot,44,weak top,60,weak bottom
expert_id-1720176491830-own4df83c,10,05/07/2024 12.02.34,a,VIG,lattice,26,weak top,0,equal
non-expert_id-1720176469450-tzphdj1hk,48,05/07/2024 12.02.40,a,VIG,scatterplot,61,weak bottom,50,weak top
non-expert_id-1720176469450-tzphdj1hk,49,05/07/2024 12.02.49,a,VIG,scatterplot,34,weak top,54,weak bottom
expert_id-1720176491830-own4df83c,11,05/07/2024 12.02.52,a,VIG,lattice,39,weak bottom,40,strong top
non-expert_id-1720176469450-tzphdj1hk,50,05/07/2024 12.02.55,a,VIG,scatterplot,76,weak bottom,37,weak top
expert_id-1720176491830-own4df83c,12,05/07/2024 12.03.21,a,VIG,lattice,10,weak bottom,35,weak top
non-expert_id-1720176469450-tzphdj1hk,51,05/07/2024 12.03.31,a,SIG,lattice,53,weak top,82,weak bottom
non-expert_id-1720176469450-tzphdj1hk,52,05/07/2024 12.03.57,a,SIG,lattice,27,weak bottom,5,weak top
expert_id-1720176491830-own4df83c,13,05/07/2024 12.04.03,a,VIG,lattice,7,strong top,7,weak top
expert_id-1720176491830-own4df83c,14,05/07/2024 12.04.14,a,VIG,lattice,53,weak bottom,35,weak top
non-expert_id-1720176469450-tzphdj1hk,53,05/07/2024 12.04.15,a,SIG,lattice,5,weak top,35,weak bottom
expert_id-1720176491830-own4df83c,15,05/07/2024 12.04.45,a,VIG,lattice,47,weak bottom,35,weak top
expert_id-1720176491830-own4df83c,16,05/07/2024 12.05.03,a,VIG,lattice,39,weak bottom,32,weak top
non-expert_id-1720176469450-tzphdj1hk,54,05/07/2024 12.05.07,a,SIG,lattice,44,weak top,62,weak bottom
expert_id-1720176491830-own4df83c,17,05/07/2024 12.05.22,a,VIG,lattice,77,weak bottom,0,equal
non-expert_id-1720176469450-tzphdj1hk,55,05/07/2024 12.05.31,a,SIG,lattice,9,weak top,40,weak bottom
expert_id-1720176491830-own4df83c,18,05/07/2024 12.05.34,a,VIG,lattice,5,weak bottom,79,weak top
non-expert_id-1720176469450-tzphdj1hk,56,05/07/2024 12.05.38,a,SIG,lattice,8,weak top,57,strong bottom
non-expert_id-1720176469450-tzphdj1hk,57,05/07/2024 12.05.43,a,SIG,lattice,64,strong top,37,weak bottom
non-expert_id-1720176469450-tzphdj1hk,58,05/07/2024 12.05.48,a,SIG,lattice,43,strong bottom,10,weak top
expert_id-1720176491830-own4df83c,19,05/07/2024 12.05.59,a,VIG,lattice,10,weak bottom,10,weak bottom
